10036	1.076	42.7
10037	1.072	42.5
10038	1.071	42.4
10039	1.072	42.6
10040	1.076	43.3
10041	1.081	44.0
10042	1.086	44.5
10043	1.094	44.9
10044	1.106	45.1
10045	1.117	45.4
10046	1.123	45.7
10047	1.127	46.3
10048	1.132	47.2
10049	1.139	48.7
10050	1.138	49.9
10051	1.128	50.6
10052	1.117	51.1
10053	1.109	51.3
10054	1.104	51.4
10055	1.100	51.3
10056	1.095	51.1
10057	1.092	51.1
10058	1.091	51.7
10059	1.093	52.8
10060	1.098	53.6
10061	1.104	54.0
10062	1.110	54.1
10063	1.113	54.3
10064	1.115	54.3
10065	1.116	54.3
10066	1.119	54.3
10067	1.122	54.3
10068	1.125	54.2
10069	1.130	54.3
10070	1.130	54.8
10071	1.126	55.3
10072	1.121	55.9
10073	1.114	56.5
10074	1.107	56.8
10075	1.102	57.1
10076	1.097	57.2
10077	1.093	57.2
10078	1.090	57.1
10079	1.089	57.2
10080	1.089	57.3
10081	1.086	57.4
10082	1.083	57.7
10083	1.079	58.2
10084	1.073	58.5
10085	1.067	58.4
10086	1.063	58.1
10087	1.064	57.6
10088	1.070	56.5
10089	1.079	56.0
10090	1.085	55.6
10091	1.090	55.0
10092	1.095	54.2
10093	1.104	53.6
10094	1.112	53.0
10095	1.116	52.5
10096	1.119	51.8
10097	1.119	51.1
10098	1.117	50.4
10099	1.114	49.7
10100	1.111	49.0
10101	1.106	48.1
10102	1.106	47.5
10103	1.108	47.3
10104	1.109	47.1
10105	1.109	46.6
10106	1.108	46.0
10107	1.107	45.5
10108	1.104	45.1
10109	1.103	44.5
10110	1.103	43.8
10111	1.106	43.2
10112	1.108	42.8
10113	1.108	42.7
10114	1.105	42.7
10115	1.102	42.6
10116	1.100	42.4
10117	1.097	42.1
10118	1.092	42.0
10119	1.085	41.9
10120	1.078	42.0
10121	1.072	42.3
10122	1.067	42.9
10123	1.063	44.0
10124	1.062	45.4
10125	1.067	46.5
10126	1.074	47.4
10127	1.079	47.9
10128	1.088	48.3
10129	1.092	48.5
10130	1.094	48.6
10131	1.095	48.8
10132	1.098	48.9
10133	1.100	49.0
10134	1.102	49.1
10135	1.102	49.2
10136	1.100	49.2
10137	1.097	49.3
10138	1.093	49.4
10139	1.091	49.2
10140	1.089	49.1
10141	1.089	48.7
10142	1.092	48.1
10143	1.091	47.4
10144	1.091	46.6
10145	1.091	45.8
10146	1.096	44.9
10147	1.099	44.1
10148	1.100	43.3
10149	1.101	42.7
10150	1.102	41.9
10151	1.103	41.0
10152	1.104	40.3
10153	1.105	39.6
10154	1.106	38.9
10155	1.107	38.2
10156	1.107	37.9
10157	1.104	37.6
10158	1.099	37.4
10159	1.095	37.6
10160	1.094	38.1
10161	1.094	38.4
10162	1.093	38.4
10163	1.094	38.3
10164	1.094	38.5
10165	1.094	39.4
10166	1.095	39.7
10167	1.097	39.7
10168	1.099	39.5
10169	1.099	39.0
10170	1.098	38.8
10171	1.098	39.0
10172	1.097	39.6
10173	1.095	40.7
10174	1.094	42.1
10175	1.093	43.3
10176	1.090	44.2
10177	1.085	44.8
10178	1.081	45.0
10179	1.080	45.1
10180	1.082	45.3
10181	1.085	45.9
10182	1.090	46.5
10183	1.096	47.3
10184	1.103	48.1
10185	1.110	49.2
10186	1.112	50.2
10187	1.107	51.0
10188	1.101	51.6
10189	1.099	52.2
10190	1.097	52.7
10191	1.092	53.2
10192	1.088	53.7
10193	1.088	54.0
10194	1.090	54.1
10195	1.091	54.1
10196	1.091	53.8
10197	1.090	53.2
10198	1.089	52.2
10199	1.086	51.8
10200	1.080	51.8
10201	1.074	51.8
10202	1.070	51.6
10203	1.068	51.2
10204	1.070	50.5
10205	1.073	49.7
10206	1.077	49.1
10207	1.082	48.8
10208	1.090	48.9
10209	1.100	48.9
10210	1.109	48.8
10211	1.117	48.8
10212	1.123	48.9
10213	1.126	48.7
10214	1.125	48.7
10215	1.122	49.4
10216	1.118	49.7
10217	1.112	49.7
10218	1.105	49.5
10219	1.097	49.4
10220	1.091	49.5
10221	1.086	49.5
10222	1.081	49.5
10223	1.076	49.7
10224	1.073	50.3
10225	1.073	50.9
10226	1.074	51.4
10227	1.078	51.6
10228	1.084	51.7
10229	1.093	51.6
10230	1.103	51.3
10231	1.112	51.1
10232	1.124	51.2
10233	1.134	51.7
10234	1.140	52.2
10235	1.141	52.3
10236	1.138	51.3
10237	1.133	50.8
10238	1.127	50.7
10239	1.119	50.9
10240	1.109	51.2
10241	1.102	51.4
10242	1.097	51.6
10243	1.092	51.8
10244	1.089	52.0
10245	1.087	52.1
10246	1.087	52.1
10247	1.091	52.1
10248	1.099	52.1
10249	1.105	52.1
10250	1.106	51.8
10251	1.104	51.6
10252	1.104	51.7
10253	1.104	51.7
10254	1.105	51.8
10255	1.108	51.8
10256	1.115	51.5
10257	1.122	50.9
10258	1.126	50.6
10259	1.128	50.7
10260	1.127	51.0
10261	1.120	51.3
10262	1.114	51.7
10263	1.109	52.3
10264	1.101	52.9
10265	1.093	53.3
10266	1.083	53.5
10267	1.075	53.5
10268	1.068	53.3
10269	1.062	53.1
10270	1.054	52.9
10271	1.055	52.8
10272	1.060	52.7
10273	1.066	52.5
10274	1.074	52.5
10275	1.084	52.7
10276	1.091	52.9
10277	1.096	52.7
10278	1.101	52.4
10279	1.104	52.0
10280	1.107	51.7
10281	1.108	51.2
10282	1.109	50.5
10283	1.112	50.0
10284	1.114	49.7
10285	1.113	49.5
10286	1.110	49.0
10287	1.109	48.2
10288	1.107	47.5
10289	1.104	47.0
10290	1.099	46.8
10291	1.097	47.0
10292	1.097	47.7
10293	1.095	48.5
10294	1.094	49.2
10295	1.095	50.0
10296	1.097	50.6
10297	1.094	50.9
10298	1.089	51.3
10299	1.080	52.0
10300	1.071	53.3
10301	1.068	53.9
10302	1.069	54.3
10303	1.071	54.6
10304	1.075	54.9
10305	1.079	55.3
10306	1.082	55.7
10307	1.082	56.3
10308	1.082	57.1
10309	1.087	57.5
10310	1.092	57.6
10311	1.095	57.5
10312	1.095	57.4
10313	1.094	57.4
10314	1.097	57.4
10315	1.101	57.1
10316	1.105	57.0
10317	1.111	57.3
10318	1.117	58.0
10319	1.124	58.8
10320	1.135	59.6
10321	1.148	59.1
10322	1.157	58.2
10323	1.156	57.2
10324	1.152	56.6
10325	1.146	56.3
10326	1.135	56.0
10327	1.124	55.8
10328	1.113	55.8
10329	1.097	56.8
10330	1.085	57.0
10331	1.078	57.0
10332	1.072	57.2
10333	1.067	57.4
10334	1.063	57.2
10335	1.060	57.0
10336	1.062	56.5
10337	1.073	55.7
10338	1.086	54.9
10339	1.096	54.4
10340	1.106	54.0
10341	1.111	53.4
10342	1.111	52.4
10343	1.110	51.7
10344	1.108	51.3
10345	1.105	51.0
10346	1.105	50.9
10347	1.106	51.0
10348	1.108	51.1
10349	1.114	51.1
10350	1.119	51.5
10351	1.120	51.9
10352	1.118	52.3
10353	1.115	52.4
10354	1.110	52.2
10355	1.104	52.0
10356	1.100	51.7
10357	1.099	51.2
10358	1.100	50.8
10359	1.103	50.7
10360	1.107	50.8
10361	1.110	51.3
10362	1.110	51.7
10363	1.106	52.2
10364	1.096	53.0
10365	1.086	53.7
10366	1.080	54.0
10367	1.075	54.3
10368	1.070	54.4
10369	1.066	54.3
10370	1.065	53.9
10371	1.066	53.5
10372	1.066	53.3
10373	1.063	53.7
10374	1.062	54.0
10375	1.065	54.0
10376	1.070	53.8
10377	1.075	53.5
10378	1.081	53.3
10379	1.091	53.2
10380	1.106	53.3
10381	1.121	53.4
10382	1.129	53.4
10383	1.133	53.3
10384	1.134	53.2
10385	1.132	53.0
10386	1.128	52.9
10387	1.121	52.8
10388	1.112	52.6
10389	1.104	52.2
10390	1.097	51.6
10391	1.091	51.3
10392	1.086	51.1
10393	1.082	51.1
10394	1.078	51.3
10395	1.073	51.6
10396	1.068	51.9
10397	1.067	53.0
10398	1.066	53.7
10399	1.066	53.6
10400	1.068	52.4
10401	1.071	50.9
10402	1.073	49.7
10403	1.073	49.2
10404	1.072	48.9
10405	1.071	48.5
10406	1.070	48.1
10407	1.071	47.6
10408	1.074	46.9
10409	1.081	46.0
10410	1.091	45.4
10411	1.099	45.8
10412	1.105	46.3
10413	1.110	46.5
10414	1.115	46.5
10415	1.117	46.6
10416	1.118	46.4
10417	1.116	46.6
10418	1.114	47.6
10419	1.112	49.0
10420	1.115	50.7
10421	1.116	51.8
10422	1.113	52.6
10423	1.114	53.2
10424	1.115	53.6
10425	1.118	54.0
10426	1.116	54.3
10427	1.109	54.6
10428	1.103	54.9
10429	1.098	55.3
10430	1.092	55.7
10431	1.085	56.2
10432	1.076	56.7
10433	1.065	57.3
10434	1.057	57.9
10435	1.056	58.1
10436	1.061	57.8
10437	1.068	57.7
10438	1.076	58.0
10439	1.084	58.1
10440	1.092	57.9
10441	1.100	57.6
10442	1.107	57.1
10443	1.113	56.4
10444	1.117	55.7
10445	1.119	55.2
10446	1.120	54.9
10447	1.121	54.5
10448	1.123	53.9
10449	1.128	53.1
10450	1.131	52.1
10451	1.133	51.1
10452	1.134	50.3
10453	1.133	49.6
10454	1.129	49.0
10455	1.123	48.5
10456	1.113	48.1
10457	1.105	47.8
10458	1.097	47.7
10459	1.088	48.0
10460	1.079	48.4
10461	1.074	48.5
10462	1.072	48.5
10463	1.072	48.6
10464	1.076	49.1
10465	1.080	49.4
10466	1.084	49.4
10467	1.091	49.3
10468	1.098	49.0
10469	1.104	48.6
10470	1.110	47.9
10471	1.117	47.4
10472	1.124	47.2
10473	1.129	47.1
10474	1.131	47.2
10475	1.129	47.2
10476	1.126	47.1
10477	1.125	46.8
10478	1.123	46.7
10479	1.121	46.6
10480	1.118	46.6
10481	1.114	46.3
10482	1.111	46.2
10483	1.108	46.2
10484	1.103	46.1
10485	1.094	46.1
10486	1.084	46.3
10487	1.077	46.6
10488	1.075	47.1
10489	1.079	47.4
10490	1.085	48.0
10491	1.090	48.7
10492	1.096	49.0
10493	1.106	48.8
10494	1.112	48.4
10495	1.115	48.2
10496	1.115	48.2
10497	1.113	48.0
10498	1.110	47.8
10499	1.104	47.4
10500	1.097	47.2
10501	1.096	47.0
10502	1.099	47.0
10503	1.101	47.0
10504	1.102	47.0
10505	1.103	46.9
10506	1.106	47.0
10507	1.111	47.1
10508	1.117	46.9
10509	1.120	46.6
10510	1.122	46.4
10511	1.125	46.5
10512	1.126	46.9
10513	1.123	47.5
10514	1.117	48.0
10515	1.112	48.3
10516	1.106	48.5
10517	1.102	48.7
10518	1.100	49.0
10519	1.098	49.1
10520	1.095	49.1
10521	1.089	49.4
10522	1.082	49.8
10523	1.078	50.4
10524	1.076	51.1
10525	1.074	51.7
10526	1.070	52.3
10527	1.066	53.0
10528	1.064	53.2
10529	1.065	53.3
10530	1.068	53.4
10531	1.072	53.6
10532	1.077	53.8
10533	1.082	53.9
10534	1.087	54.1
10535	1.093	54.4
10536	1.101	55.0
10537	1.109	55.9
10538	1.115	56.7
10539	1.120	57.3
10540	1.123	57.7
10541	1.123	58.0
10542	1.119	57.9
10543	1.116	57.8
10544	1.111	57.6
10545	1.108	57.4
10546	1.105	57.6
10547	1.101	58.3
10548	1.096	59.0
10549	1.091	59.3
10550	1.085	59.3
10551	1.081	59.0
10552	1.078	58.7
10553	1.075	58.4
10554	1.074	58.4
10555	1.075	59.0
10556	1.076	59.9
10557	1.084	60.4
10558	1.092	60.6
10559	1.098	60.8
10560	1.103	60.9
10561	1.108	61.1
10562	1.110	61.1
10563	1.110	60.8
10564	1.109	60.8
10565	1.106	60.8
10566	1.103	60.8
10567	1.101	60.6
10568	1.100	60.3
10569	1.098	60.0
10570	1.099	59.8
10571	1.102	59.8
10572	1.106	59.8
