10	50	-344.7876099144	-344.6414258584	-344.6400398463	-0.0007166806431655459
10	60	-344.7876350489	-344.6415480759	-344.6400553344	-0.0007166806431655459
11	0	-344.7886641215	-344.6399334468	-344.6385208156	-0.06158922253352217
11	10	-344.7886973044	-344.6400319067	-344.6386986544	-0.06158922253352217
11	20	-344.7887844202	-344.6402851066	-344.639170499	-0.06158922253352217
11	30	-344.7888991341	-344.6406043021	-344.6398000235	-0.06158922253352217
11	40	-344.7890074731	-344.6408825932	-344.6404165452	-0.06158922253352217
11	50	-344.7890783949	-344.6410286063	-344.6408682455	-0.06158922253352217
11	60	-344.7890919373	-344.641083851	-344.640960885	-0.06158922253352217
12	0	-344.7902795379	-344.640298825	-344.6384192243	-0.12234341266088689
12	10	-344.7903021849	-344.640402257	-344.6386117601	-0.12234341266088689
12	20	-344.7903592295	-344.6406622415	-344.6391136931	-0.12234341266088689
12	30	-344.7904325164	-344.6409875321	-344.6397808982	-0.12234341266088689
12	40	-344.7904992017	-344.6412705102	-344.6404323647	-0.12234341266088689
12	50	-344.790539308	-344.6414276575	-344.6408997752	-0.12234341266088689
12	60	-344.7905409716	-344.6414426129	-344.6410419195	-0.12234341266088689
13	0	-344.7918986876	-344.6402490415	-344.638792064	-0.18297312324060155
13	10	-344.7919102075	-344.6403616943	-344.6389941958	-0.18297312324060155
13	20	-344.791936542	-344.6406400165	-344.6395116016	-0.18297312324060155
13	30	-344.7919677919	-344.6409902802	-344.6401932453	-0.18297312324060155
13	40	-344.7919923109	-344.6413016274	-344.6408515456	-0.18297312324060155
13	50	-344.7920012374	-344.6414791302	-344.641322081	-0.18297312324060155
13	60	-344.7919908399	-344.6415104449	-344.6414555747	-0.18297312324060155
14	0	-344.7935000688	-344.6398158534	-344.6395244317	-0.24347186777558805
14	10	-344.793499959	-344.6399593407	-344.6397134524	-0.24347186777558805
14	20	-344.7934951685	-344.6403754175	-344.6401233767	-0.24347186777558805
14	30	-344.7934840848	-344.6410321102	-344.6405330384	-0.24347186777558805
14	40	-344.7934662471	-344.6416865072	-344.6408784742	-0.24347186777558805
14	50	-344.7934439003	-344.642142141	-344.6410906323	-0.24347186777558805
14	60	-344.7934214003	-344.6422822306	-344.6411214714	-0.24347186777558805
15	0	-344.7950437218	-344.6404545863	-344.639012384	-0.30383277490238947
15	10	-344.7950315666	-344.6406821953	-344.639133837	-0.30383277490238947
15	20	-344.7949954499	-344.6412389341	-344.6394297942	-0.30383277490238947
15	30	-344.7949420298	-344.6419598538	-344.639804702	-0.30383277490238947
15	40	-344.7948819475	-344.642644351	-344.6401452127	-0.30383277490238947
15	50	-344.7948284661	-344.6431149817	-344.6403584016	-0.30383277490238947
15	60	-344.7947939606	-344.643258046	-344.6403909659	-0.30383277490238947
16	0	-344.7964742176	-344.6414079129	-344.6378453308	-0.3640485607937358
16	10	-344.7964496621	-344.641641054	-344.6379766126	-0.3640485607937358
16	20	-344.7963821571	-344.6422056409	-344.6382879181	-0.3640485607937358
16	30	-344.7962865838	-344.6429362173	-344.6386778126	-0.3640485607937358
16	40	-344.7961845666	-344.6436296343	-344.6390297296	-0.3640485607937358
16	50	-344.7961002642	-344.6441058966	-344.6392498212	-0.3640485607937358
16	60	-344.7960539366	-344.6442499098	-344.6392848391	-0.3640485607937358
17	0	-344.7977241821	-344.6422314287	-344.6363002696	-0.42411150093796257
17	10	-344.7976869021	-344.642471014	-344.6364392482	-0.42411150093796257
17	20	-344.7975880078	-344.6430433345	-344.6367626503	-0.42411150093796257
17	30	-344.7974505468	-344.6437814387	-344.6371650523	-0.42411150093796257
17	40	-344.7973070008	-344.6444807172	-344.6375268659	-0.42411150093796257
17	50	-344.7971922692	-344.6449601469	-344.6377530231	-0.42411150093796257
17	60	-344.7971343632	-344.6451042449	-344.6377902494	-0.42411150093796257
18	0	-344.7987182354	-344.6427894225	-344.6343519453	-0.4840133998473948
18	10	-344.7986679157	-344.6430352736	-344.6344975955	-0.4840133998473948
18	20	-344.798537626	-344.6436144783	-344.634830744	-0.4840133998473948
18	30	-344.7983585392	-344.6443585678	-344.6352428643	-0.4840133998473948
18	40	-344.7981738699	-344.645061884	-344.6356121158	-0.4840133998473948
18	50	-344.7980291197	-344.6455430326	-344.6358427637	-0.4840133998473948
18	60	-344.7979599167	-344.6456866612	-344.6358818314	-0.4840133998473948
19	0	-344.7993762432	-344.6429642174	-344.6319639695	-0.5437455598086227
19	10	-344.7993125553	-344.6432160256	-344.6321154487	-0.5437455598086227
19	20	-344.7991508159	-344.6438012245	-344.6324562372	-0.5437455598086227
19	30	-344.7989302949	-344.6445499874	-344.6328753594	-0.5437455598086227
19	40	-344.7987048466	-344.6452559401	-344.6332495026	-0.5437455598086227
19	50	-344.7985304619	-344.6457377506	-344.6334829682	-0.5437455598086227
19	60	-344.7984502572	-344.6458805215	-344.6335235212	-0.5437455598086227
20	0	-344.7996156457	-344.6426530431	-344.6290906445	-0.6032987484930679
20	10	-344.7995382317	-344.6429104668	-344.6292471592	-0.6032987484930679
20	20	-344.7993449038	-344.6435008409	-344.6295936198	-0.6032987484930679
20	30	-344.7990830306	-344.644253152	-344.6300171648	-0.6032987484930679
20	40	-344.7988170492	-344.6449606152	-344.6303937528	-0.6032987484930679
20	50	-344.7986133515	-344.6454422423	-344.6306284235	-0.6032987484930679
20	60	-344.798522448	-344.6455838935	-344.6306701642	-0.6032987484930679
