0.00	-96.8	25.6	149.0	11.1	-102.8	139.7	25.6	25.6	11.1	11.1
1.00	-81.4	39.1	154.4	89.2	-27.2	-155.6	39.1	39.1	27.2	-27.2
2.00	-96.3	14.8	140.1	128.7	16.2	-111.1	14.8	14.8	16.2	16.2
3.00	-128.6	-12.9	105.9	-175.0	58.6	-59.8	12.9	-12.9	58.6	58.6
4.00	-117.2	4.6	126.1	-66.5	-163.1	39.0	4.6	4.6	39.0	39.0
5.00	-90.4	23.7	150.1	-122.6	106.8	-8.0	23.7	23.7	8.0	-8.0
6.00	171.2	-58.5	63.5	-87.6	146.0	24.2	58.5	-58.5	24.2	24.2
7.00	-174.3	-51.9	52.6	-144.2	117.7	-6.8	51.9	-51.9	6.8	-6.8
8.00	-161.9	-47.3	59.9	-130.1	104.7	-3.3	47.3	-47.3	3.3	-3.3
9.00	-169.7	-65.6	48.9	-139.1	81.4	-24.5	48.9	48.9	24.5	-24.5
10.00	-129.1	-27.3	102.2	-98.9	154.8	29.2	27.3	-27.3	29.2	29.2
11.00	-82.8	18.2	137.5	-163.7	90.2	-39.2	18.2	18.2	39.2	-39.2
12.00	-118.1	13.5	140.5	-155.5	83.5	-32.4	13.5	13.5	32.4	-32.4
13.00	-139.2	-7.3	113.4	-96.3	-150.5	46.0	7.3	-7.3	46.0	46.0
14.00	-128.7	12.2	122.2	-49.2	-170.0	75.3	12.2	12.2	49.2	-49.2
15.00	-82.4	41.1	143.9	-55.6	-165.2	65.1	41.1	41.1	55.6	-55.6
16.00	-69.4	66.3	177.8	-56.2	-167.3	-55.1	66.3	66.3	55.1	-55.1
17.00	-22.6	93.4	-157.3	91.4	150.5	41.9	22.6	-22.6	41.9	41.9
18.00	-11.0	127.8	-114.4	-90.8	151.5	30.3	11.0	-11.0	30.3	30.3
19.00	-21.2	95.2	-139.4	85.8	157.9	35.2	21.2	-21.2	35.2	35.2
20.00	-51.5	67.3	-172.7	-158.3	81.1	-33.5	51.5	-51.5	33.5	-33.5
21.00	-78.7	44.6	176.7	-124.9	117.6	-13.9	44.6	44.6	13.9	-13.9
22.00	-60.1	67.5	168.1	-152.2	79.7	-34.1	60.1	-60.1	34.1	-34.1
23.00	-64.1	47.1	169.2	-154.6	91.9	-33.5	47.1	47.1	33.5	-33.5
24.00	-35.7	61.5	-166.0	176.0	72.5	-48.6	35.7	-35.7	48.6	-48.6
25.00	-18.2	118.5	-128.6	168.3	34.7	-80.4	18.2	-18.2	34.7	34.7
26.00	57.8	176.8	-58.8	-167.8	83.9	-49.7	57.8	57.8	49.7	-49.7
27.00	85.6	-160.3	-40.6	168.6	64.8	47.4	40.6	-40.6	47.4	47.4
