0	0	-344.8013496677	-344.6451565508	-344.6286718048
0	10	-344.8012684479	-344.6454120529	-344.6288309355
0	20	-344.8010654432	-344.6459981429	-344.6291845396
0	30	-344.8007905994	-344.6467450575	-344.6296175025
0	40	-344.8005117586	-344.6474473879	-344.6300030531
0	50	-344.8002986673	-344.6479254176	-344.6302440258
0	60	-344.8002042796	-344.648065923	-344.6302881219
1	0	-344.801022136	-344.6454335589	-344.6316751793
1	10	-344.8009546633	-344.645683539	-344.6318287274
1	20	-344.8007830441	-344.646264543	-344.6321753914
1	30	-344.8005491925	-344.6470080053	-344.6326023403
1	40	-344.800310483	-344.6477089558	-344.6329839876
1	50	-344.8001263679	-344.6481872723	-344.6332227714
1	60	-344.8000424939	-344.6483289748	-344.63326538
2	0	-344.8002681576	-344.64522485	-344.6341956825
2	10	-344.8002140811	-344.6454689232	-344.6343429617
2	20	-344.8000737198	-344.6460440145	-344.6346808738
2	30	-344.7998809558	-344.6467829293	-344.6350993805
2	40	-344.7996826307	-344.6474814019	-344.635474778
2	50	-344.7995278268	-344.6479592549	-344.6357098174
2	60	-344.7994547746	-344.6481019335	-344.6357506286
3	0	-344.7991707538	-344.6446348782	-344.6362795907
3	10	-344.7991297563	-344.6448726383	-344.6364199245
3	20	-344.7990206177	-344.6454408741	-344.6367471781
3	30	-344.7988691568	-344.6461739564	-344.6371546777
3	40	-344.7987115877	-344.6468686572	-344.6375213521
3	50	-344.7985864964	-344.6473450882	-344.6377509739
3	60	-344.798524576	-344.6474884655	-344.6377896027
4	0	-344.7978106127	-344.6437833076	-344.637963491
4	10	-344.7977823925	-344.6440142814	-344.6380962111
4	20	-344.7977045025	-344.6445746094	-344.6384108034
4	30	-344.7975946473	-344.6453003542	-344.6388046403
4	40	-344.7974782801	-344.6459896831	-344.6391600628
4	50	-344.7973833445	-344.6464635043	-344.6393825389
4	60	-344.7973328528	-344.6466072043	-344.6394184829
5	0	-344.7962638178	-344.6428082064	-344.6392723813
5	10	-344.7962480731	-344.64303188	-344.6393968627
5	20	-344.7962014761	-344.6435832243	-344.639696634
5	30	-344.7961335533	-344.644299861	-344.6400741278
5	40	-344.7960588524	-344.6449817668	-344.6404159047
5	50	-344.7959945138	-344.6454514269	-344.6406295919
5	60	-344.795955723	-344.6455950461	-344.6406622127
6	0	-344.7945986553	-344.6418677878	-344.6402176
6	10	-344.7945950535	-344.6420835928	-344.6403332504
6	20	-344.794579749	-344.6426253564	-344.6406154103
6	30	-344.794554025	-344.6433307304	-344.640974016
6	40	-344.7945213905	-344.6440022038	-344.6413004493
6	50	-344.7944880182	-344.6444654439	-344.6415041443
6	60	-344.7944611429	-344.6446086648	-344.6415324857
7	0	-344.7928718491	-344.6411382622	-344.6407928541
7	10	-344.7928800059	-344.6413454325	-344.6408993193
7	20	-344.7928958698	-344.6418805763	-344.6411574116
7	30	-344.7929124478	-344.6425700758	-344.6414968616
7	40	-344.7929220974	-344.6432246906	-344.6418094383
7	50	-344.792919923	-344.6436775272	-344.6420034986
7	60	-344.7929050922	-344.6438205045	-344.6420259756
8	0	-344.7911248601	-344.640996598	-344.6407713856
8	10	-344.7911443043	-344.641105639	-344.6409570876
8	20	-344.7911910153	-344.6415505427	-344.6412712381
8	30	-344.7912497304	-344.6421949866	-344.6416158013
8	40	-344.7913016061	-344.642819218	-344.6419230686
8	50	-344.7913306338	-344.6432557088	-344.6421097179
8	60	-344.7913278562	-344.6433981618	-344.6421250566
